url_length,dot_count,hyphen_count,subdomain_count,has_ip,domain_length,special_char_count,digit_count,digit_ratio,has_https,parameter_count,slash_count,shannon_entropy,relative_entropy,nan_entropy,status
39,2,2,1,0,19,8,0,0.0,0,0,1,4.272331064905147,0.18710055373214984,1.9056390622295665,0
127,2,7,1,0,21,16,0,0.0,0,0,4,4.061993209256637,0.4615687468003754,1.6774212838293647,0
23,2,0,1,0,14,6,0,0.0,1,0,1,3.8820451081368628,0.11795489186313786,1.4591479170272446,1
41,2,0,1,0,18,8,0,0.0,1,0,2,4.277926089825635,0.11439133295312548,1.75,0
169,3,1,1,0,23,17,36,0.21301775147928995,0,0,9,5.149248716540169,0.3426043797895072,1.5693078231812958,1
49,2,1,1,0,19,8,0,0.0,1,0,2,4.191268906118179,0.20104851666058143,1.75,0
59,3,0,1,0,20,11,0,0.0,1,2,3,4.4098658800469055,0.29057383809418497,1.971747257128181,0
62,2,2,1,0,19,11,0,0.0,1,0,4,4.314700496003897,0.2088614600531144,1.6858157091530304,0
56,2,0,0,0,12,9,5,0.08928571428571429,0,0,4,4.425496386606638,0.2749433315344549,1.224394445405986,1
23,2,0,1,0,16,5,0,0.0,0,0,0,3.6539967386657093,0.15335818339189555,1.5219280948873621,1
41,1,0,0,0,8,9,6,0.14634146341463414,0,2,2,4.289882797037173,0.2950797036839834,2.2810361125534233,1
55,2,2,1,0,21,9,0,0.0,1,0,2,3.9944383510247694,0.3978790717539898,1.836591668108979,0
41,4,0,2,1,15,10,13,0.3170731707317073,0,0,2,4.314749870418975,0.20881208563803821,1.7219280948873623,1
49,1,0,0,0,26,7,1,0.02040816326530612,0,0,3,3.9597387435070277,0.21018625793528467,1.1488348542809166,1
47,2,1,1,0,19,8,0,0.0,0,0,2,4.153007937189824,0.2393094855889363,1.75,0
46,2,0,0,0,15,8,0,0.0,0,0,3,4.346627923721847,0.1769340323351658,1.2987949406953985,1
65,3,6,1,0,17,14,0,0.0,1,0,2,4.262311997737562,0.1971196208997356,1.7884504573082893,0
26,2,0,1,0,17,6,0,0.0,1,0,1,3.7962176025900556,0.1106729930184625,1.4591479170272446,0
36,2,0,1,0,19,7,0,0.0,0,0,2,4.0860486123130375,0.16187890113054748,1.3787834934861753,0
52,3,2,1,0,15,9,1,0.019230769230769232,0,0,1,4.380647593466271,0.20431490725488494,1.8910611120726528,0
142,5,0,3,0,25,13,18,0.1267605633802817,1,2,1,5.510259401280624,0.2711003122440348,2.287783719941071,1
121,5,0,4,0,46,18,20,0.1652892561983471,1,4,2,4.759461073096665,0.28493304626179056,2.5941178916311856,1
37,2,0,1,0,19,7,0,0.0,1,0,2,4.0202641764397615,0.2276633370038252,1.3787834934861753,1
25,1,0,0,0,14,6,0,0.0,0,0,2,3.7336606896881857,0.17322990592033252,1.2516291673878228,1
32,2,0,1,0,23,6,0,0.0,1,0,1,3.8789280318460246,0.20853480940431485,1.4591479170272446,1
123,2,0,0,0,14,21,0,0.0,0,4,5,4.829948957451986,0.33997604399032577,2.7179717342678003,1
76,3,1,1,0,17,15,0,0.0,0,4,2,4.676533803374895,0.23035679223362465,2.739572261986723,1
62,2,1,0,0,13,13,1,0.016129032258064516,0,2,3,4.365430286773682,0.27842590300104125,2.353533948577482,1
127,4,1,3,0,50,18,18,0.14173228346456693,1,4,2,4.819243149603372,0.31003986734159356,2.794653473544342,1
19,1,0,0,0,8,6,0,0.0,0,0,2,3.5110854081804264,0.18935430996066432,1.2516291673878228,1
38,1,0,0,0,19,6,6,0.15789473684210525,0,0,2,4.273728829005325,0.18570278963197118,1.2516291673878228,0
40,2,1,1,0,32,7,2,0.05,0,0,1,4.208694969562841,0.18362245321591827,1.8423709931771084,1
78,3,0,1,0,25,13,3,0.038461538461538464,0,3,3,4.804633553652409,0.28282928759793186,2.287783719941071,1
41,2,0,1,0,34,5,1,0.024390243902439025,0,0,0,4.229145602020758,0.16317182075800363,1.5219280948873621,1
49,3,0,1,0,18,8,0,0.0,0,0,2,4.338601170380906,0.1849607856761068,1.4056390622295665,1
99,2,2,1,0,16,23,11,0.1111111111111111,0,4,2,4.98380242391209,0.3015997949501599,2.996630848284676,0
112,3,1,0,0,17,18,0,0.0,0,2,8,4.395599714121531,0.3592877880419375,2.0602489763846963,1
52,2,1,1,0,17,10,0,0.0,0,0,4,4.221711776033764,0.23771984260353368,1.5709505944546687,1
26,1,0,0,0,11,6,0,0.0,1,0,2,3.5654483718208247,0.2419065502367789,1.2516291673878228,1
33,2,0,1,0,13,8,0,0.0,0,0,3,3.821226604916021,0.2662362363343185,1.2987949406953985,0
31,3,0,2,0,22,7,0,0.0,1,0,1,3.9779168746936358,0.19200812674867596,1.4488156357251847,0
45,3,0,1,0,14,9,8,0.17777777777777778,0,0,3,4.366759974483215,0.21820252623794145,1.3516441151533924,0
149,2,4,1,0,18,49,39,0.26174496644295303,0,0,2,3.849194506334444,1.0576960892740748,1.177541568383448,0
61,3,0,1,0,17,12,4,0.06557377049180328,0,0,6,4.344329141937198,0.35611057620389375,1.188721875540867,1
18,2,0,1,0,11,5,0,0.0,0,0,0,3.392147223664534,0.06728439497276248,1.5219280948873621,1
39,2,0,1,0,31,6,3,0.07692307692307693,0,0,1,3.926588925024018,0.2433360764182942,1.4591479170272446,1
48,3,0,1,0,15,10,0,0.0,0,0,4,4.248734053066624,0.2748279029903907,1.295461844238322,1
51,2,0,1,0,32,8,0,0.0,0,0,3,3.934284108361806,0.31364340508177996,1.2987949406953985,0
29,2,0,1,0,20,6,0,0.0,1,0,1,3.7024715122197467,0.20441908338877188,1.4591479170272446,0
41,2,0,1,0,26,7,0,0.0,0,0,2,3.875725480175073,0.37220203326851325,1.3787834934861753,1
28,1,0,0,0,19,5,0,0.0,1,0,1,3.815410725242699,0.18458927475730083,1.3709505944546687,0
48,1,0,0,0,7,7,4,0.08333333333333333,1,0,2,4.928508854797679,0.15895398645266084,1.6644977792004614,1
105,3,1,0,0,17,19,0,0.0,0,2,7,4.533074095199079,0.373816500409437,2.390863696857044,1
68,4,0,3,0,42,9,13,0.19117647058823528,0,0,2,4.574697820064778,0.2326571019928262,1.3921472236645345,1
62,2,0,1,0,14,9,2,0.03225806451612903,0,0,3,4.317775150606211,0.2671873501149442,1.6577427265048887,0
24,2,0,1,0,15,6,0,0.0,1,0,1,3.855388542207534,0.14461145779246615,1.4591479170272446,0
77,1,0,0,0,23,7,24,0.3116883116883117,0,0,3,4.697071976531029,0.3029280234689712,1.1488348542809166,1
105,3,5,1,0,50,14,20,0.19047619047619047,0,2,1,4.8986704338934075,0.23061258305155619,2.2988252450030506,1
51,2,5,1,0,15,12,0,0.0,1,0,2,4.207149735045994,0.185167687732766,1.784159127851422,0
45,3,1,1,0,18,8,0,0.0,0,0,1,3.9396648422860236,0.23026015915628897,1.811278124459133,0
35,2,0,1,0,12,7,0,0.0,0,0,2,4.207435516759524,0.18488190601923415,1.3787834934861753,0
21,1,0,0,0,6,5,1,0.047619047619047616,0,0,1,3.844232898763191,0.1557671012368082,1.3709505944546687,1
39,2,2,1,0,14,8,0,0.0,1,0,1,4.214262795507958,0.2451688231293398,1.9056390622295665,0
74,3,2,2,0,39,11,6,0.08108108108108109,0,0,2,4.582726386643206,0.2752546084843676,2.1180782093497093,1
26,2,1,1,0,17,7,0,0.0,1,0,1,3.719294525666979,0.18759606994153943,1.8423709931771084,1
20,2,0,1,0,12,6,0,0.0,0,0,1,3.446439344671015,0.13852315605014093,1.4591479170272446,1
27,2,0,1,0,19,6,0,0.0,0,0,1,3.6339740759971577,0.17338084606044685,1.4591479170272446,0
103,4,1,0,0,6,23,15,0.14563106796116504,0,4,1,4.874912761977701,0.3345406036512494,3.1535717384775817,1
31,2,0,1,0,23,6,0,0.0,0,0,1,3.8087196973440705,0.19128030265592905,1.4591479170272446,0
36,2,0,1,0,25,6,0,0.0,0,0,1,4.218128820706467,0.17418860207229286,1.4591479170272446,0
22,2,1,1,0,14,7,1,0.045454545454545456,0,0,1,3.788754913993503,0.11813568161501545,1.8423709931771084,1
30,1,0,0,0,6,7,12,0.4,0,2,1,4.0062389286533895,0.16368607278892305,1.8423709931771084,1
67,2,2,0,0,15,12,4,0.05970149253731343,0,0,5,4.25019735578989,0.3347651449312654,1.6140054628542202,1
26,2,0,1,0,19,5,0,0.0,0,0,0,3.9790978911348045,0.10836495011553454,1.5219280948873621,0
124,3,0,1,0,14,9,37,0.29838709677419356,0,1,2,4.084934928395835,0.5589212613788893,1.7527152789797045,1
24,1,0,0,0,17,4,0,0.0,0,0,0,3.8239348962840563,0.17606510371594408,1.5,0
33,1,0,0,0,11,6,0,0.0,1,0,1,3.857689287275721,0.3122357141665913,1.7924812503605778,0
30,2,0,1,0,22,6,0,0.0,0,0,1,4.002910079649727,0.24501743379385849,1.4591479170272446,1
42,4,0,2,1,13,9,11,0.2619047619047619,0,0,1,4.2431587916718465,0.21627282696545125,1.7527152789797047,1
39,2,1,1,0,22,8,0,0.0,0,0,2,3.996564718695828,0.1733602827464849,1.75,1
57,3,1,1,0,33,8,1,0.017543859649122806,0,0,1,4.237526909435836,0.2860350466211747,1.811278124459133,0
45,2,2,1,0,15,8,0,0.0,1,0,1,4.019879075051286,0.1500459263910265,1.9056390622295665,0
99,4,8,2,0,25,19,1,0.010101010101010102,0,0,4,4.710455009885623,0.3339391094728326,1.7474130395316414,0
28,2,0,1,0,20,6,0,0.0,0,0,1,3.842370993177109,0.15762900682289133,1.4591479170272446,0
33,2,1,1,0,24,7,0,0.0,1,0,1,4.12728313431329,0.1946449605740728,1.8423709931771084,0
126,3,4,1,0,61,15,36,0.2857142857142857,0,2,1,4.800502441574519,0.3287805753704483,2.606238928653389,1
43,2,2,1,0,20,8,2,0.046511627906976744,1,0,1,4.280120277605719,0.179311341031578,1.9056390622295665,0
44,3,0,1,0,26,7,3,0.06818181818181818,1,0,1,4.237285311573267,0.22214630706403055,1.4488156357251847,1
56,4,2,3,0,39,10,4,0.07142857142857142,0,0,1,4.532639243749496,0.1678004743915977,1.8464393446710154,1
45,2,0,1,0,21,8,0,0.0,0,0,3,4.034435120208033,0.2874929746793299,1.2987949406953985,1
123,5,0,4,0,46,18,16,0.13008130081300814,1,4,2,4.723897556255125,0.32049656310332747,2.5941178916311856,1
128,4,1,3,0,50,19,26,0.203125,1,4,3,4.832909942690316,0.296373074254651,2.7550576199383077,1
29,2,0,1,0,17,7,0,0.0,1,0,2,4.073329701949522,0.17459781149406411,1.3787834934861753,0
56,3,3,1,0,29,10,0,0.0,0,0,1,4.359879028736861,0.16368292732015205,1.895461844238322,0
45,2,0,1,0,36,6,0,0.0,1,0,1,4.296865596089289,0.1625660225480079,1.4591479170272446,1
27,2,0,1,0,19,6,0,0.0,0,0,1,3.8841550945958057,0.20330774665453533,1.4591479170272446,0
160,4,1,2,1,14,18,47,0.29375,0,0,9,5.1551820324455235,0.336671063884153,1.6113834567195195,1
34,2,0,1,0,26,6,2,0.058823529411764705,0,0,1,3.8780682683455234,0.20939457290481622,1.4591479170272446,1
27,2,0,1,0,19,6,0,0.0,0,0,1,3.680089353694807,0.1272655683627975,1.4591479170272446,0
69,3,0,1,0,19,12,0,0.0,1,3,1,4.44699977686376,0.19685641291096415,2.6258145836939115,0
38,2,0,1,0,29,6,0,0.0,1,0,1,4.168465671110589,0.15346242377677352,1.4591479170272446,0
128,4,1,3,0,50,19,19,0.1484375,1,4,3,4.778975004350157,0.35030801259481104,2.7550576199383077,1
64,3,0,1,0,23,10,0,0.0,0,0,3,4.308518072054203,0.27644442866695307,1.6854752972273344,1
76,2,3,1,0,23,12,0,0.0,1,0,4,4.161648023061635,0.29778359557566125,1.7295739585136223,0
62,1,0,0,0,10,7,18,0.2903225806451613,0,0,3,4.552682552490406,0.254672369567198,1.1488348542809166,1
62,2,0,1,0,34,13,10,0.16129032258064516,0,0,2,4.712362141682181,0.2418341687046932,2.3158243335257076,1
72,2,0,1,0,18,9,21,0.2916666666666667,0,0,4,4.709390063996874,0.19750053161164366,1.224394445405986,1
57,3,1,1,0,14,12,0,0.0,0,0,5,4.242623296373615,0.2809386596833973,1.5510981710072647,1
127,3,4,1,0,61,15,38,0.2992125984251969,1,2,1,4.814005483482641,0.3152775334623242,2.606238928653389,1
907,6,10,1,0,29,40,159,0.175303197353914,1,5,4,5.976712038477827,0.17303508102685608,2.8844291977281737,1
30,2,1,1,0,22,7,0,0.0,0,0,1,3.9362434129830604,0.23368158845925205,1.8423709931771084,0
73,3,4,1,0,16,13,6,0.0821917808219178,0,0,3,4.4057309841193675,0.238125205655358,1.8262452584026092,0
79,2,1,1,0,20,11,6,0.0759493670886076,0,0,5,4.472828812555657,0.3345261095019468,1.4911148500551858,1
31,2,0,1,0,22,6,0,0.0,1,0,1,4.042433003725894,0.12749199771641795,1.4591479170272446,0
71,5,0,2,0,29,11,3,0.04225352112676056,0,0,3,4.309448311827249,0.3344078779474751,1.3485878960124222,1
50,2,1,0,0,17,9,1,0.02,0,0,3,4.183981820580905,0.20833560219785502,1.6577427265048887,1
65,3,3,1,0,24,10,0,0.0,0,0,1,4.140525121416121,0.2517923013626391,1.895461844238322,0
31,2,0,1,0,22,6,0,0.0,1,0,1,3.873235826376328,0.2142270148740104,1.4591479170272446,0
91,2,1,1,0,18,11,21,0.23076923076923078,0,0,5,4.767457043609197,0.2769370757492561,1.4911148500551858,1
126,3,1,1,0,18,21,6,0.047619047619047616,0,2,11,4.685717808842492,0.5237355567864608,1.8751458114455384,1
34,2,1,1,0,26,7,0,0.0,0,0,1,3.8336631211594367,0.25379972009090257,1.8423709931771084,1
32,2,0,1,0,24,6,0,0.0,0,0,1,3.9834585933443494,0.18646640809796267,1.4591479170272446,0
98,8,1,7,0,59,15,4,0.04081632653061224,0,0,3,4.373232773474922,0.3816547286885464,1.532914563979398,1
59,2,0,1,0,22,10,0,0.0,0,0,5,4.39915512672912,0.355732375434347,1.1567796494470395,0
49,3,0,1,0,14,10,0,0.0,1,0,4,3.9638148851441652,0.28411262829941986,1.295461844238322,0
36,2,0,1,0,27,6,0,0.0,1,0,1,4.141604167868593,0.1803239270187686,1.4591479170272446,0
61,1,1,0,0,17,12,0,0.0,1,0,7,4.304501936316362,0.3393542534583618,1.207518749639422,1
101,3,0,1,0,28,14,12,0.1188118811881188,0,0,2,4.736645145775402,0.3077489735830499,1.7884504573082893,1
44,3,0,1,0,25,7,8,0.18181818181818182,1,0,1,4.464558038845993,0.12040446187516222,1.4488156357251847,1
59,3,0,1,0,26,11,3,0.05084745762711865,0,2,3,4.4098658800469055,0.29057383809418486,1.971747257128181,1
48,2,0,1,0,13,9,5,0.10416666666666667,0,0,4,4.2665414066556515,0.25702054940136276,1.224394445405986,0
44,4,0,3,0,30,8,2,0.045454545454545456,1,0,1,4.023948449120703,0.2979796457666596,1.4056390622295665,1
45,1,0,0,0,8,10,6,0.13333333333333333,0,2,3,4.400310530134925,0.24354565963980007,2.1609640474436813,1
69,2,2,0,0,18,13,0,0.0,0,1,5,4.2686446103933715,0.31631789032778435,1.8810947601100747,1
124,4,1,0,0,17,18,0,0.0,0,2,7,4.519135725166499,0.3877548704420179,2.1405180562767114,1
26,2,0,1,0,17,6,0,0.0,1,0,1,3.9500637564362093,0.1373990848141295,1.4591479170272446,0
32,2,0,1,0,24,6,0,0.0,0,0,1,4.054229296672174,0.19369821677141053,1.4591479170272446,0
48,4,0,3,0,19,10,0,0.0,1,0,3,3.8355006579912168,0.33442434345109545,1.360964047443681,0
75,3,1,1,0,15,14,0,0.0,1,0,7,4.298576610889103,0.2863858898320529,1.4299111709758698,1
43,4,0,2,0,26,8,0,0.0,0,0,1,4.129184812590067,0.19274328229729557,1.4056390622295665,1
73,2,2,1,0,28,12,12,0.1643835616438356,1,0,5,4.427915362097398,0.27252435604369524,1.6140054628542202,0
94,3,5,1,0,11,16,28,0.2978723404255319,0,0,3,4.921194639936411,0.20808837700855565,2.251614471810182,0
22,3,0,2,0,14,7,0,0.0,0,0,1,3.629219686524096,0.17813523553350719,1.4488156357251847,0
80,6,2,3,0,33,18,8,0.1,1,3,1,4.727890051478965,0.27210994852103476,2.8218881955261783,1
57,3,1,1,0,19,10,0,0.0,0,2,1,4.463782996317235,0.1800731934574873,2.3709505944546687,0
117,2,1,1,0,26,16,5,0.042735042735042736,0,0,9,4.604173072634866,0.4402210467235868,1.4966407621868583,1
22,2,0,1,0,13,6,0,0.0,1,0,1,3.7544418457133446,0.15244874989517293,1.4591479170272446,0
36,1,0,0,0,13,6,0,0.0,1,0,2,3.895638807527667,0.19182403372267184,1.2516291673878228,0
36,2,0,1,0,27,6,1,0.027777777777777776,1,0,1,3.9193819456463705,0.25054305579594083,1.4591479170272446,0
27,2,0,1,0,18,6,0,0.0,1,0,1,3.680089353694807,0.1272655683627975,1.4591479170272446,0
93,2,0,1,0,14,10,20,0.21505376344086022,0,0,5,4.511196984309153,0.29615793774845034,1.1567796494470395,1
33,2,0,1,0,25,6,2,0.06060606060606061,0,0,1,4.1272831343132905,0.12064437913029602,1.4591479170272446,1
20,2,0,1,0,13,5,0,0.0,0,0,0,3.484183719779189,0.10077878094196749,1.5219280948873621,0
31,1,0,0,0,22,5,0,0.0,1,0,1,4.106949132758152,0.1409783806854331,1.3709505944546687,1
20,2,0,1,0,12,6,0,0.0,0,0,1,3.5086949695628418,0.19174474857825013,1.4591479170272446,0
55,3,0,1,0,19,9,0,0.0,0,0,3,4.142939096461846,0.31649252217545076,1.3516441151533924,1
174,2,2,1,0,43,26,19,0.10919540229885058,1,3,5,5.338983398502577,0.44237631502207675,2.9596272208780134,1
26,2,0,1,0,18,6,0,0.0,0,0,1,3.6902603909683838,0.21663020464013444,1.4591479170272446,0
33,2,0,1,0,24,6,0,0.0,1,0,1,4.020926316000353,0.14899868544196038,1.4591479170272446,0
48,2,2,1,0,15,9,0,0.0,0,0,2,4.087581188618506,0.16034632482507968,1.836591668108979,0
23,2,0,1,0,14,6,0,0.0,1,0,1,3.6424896731661267,0.1648652488914784,1.4591479170272446,0
40,2,0,1,0,31,6,0,0.0,1,0,1,4.043942707918268,0.20398480552531684,1.4591479170272446,0
29,2,0,1,0,20,6,0,0.0,1,0,1,3.6673146153696132,0.140040306687991,1.4591479170272446,0
42,2,0,1,0,25,6,0,0.0,1,0,1,4.091622411276601,0.23030568361076098,1.4591479170272446,0
49,2,0,1,0,16,11,0,0.0,1,0,2,4.354007037771997,0.23095546294915897,2.3685225277282065,0
28,2,0,1,0,15,8,0,0.0,0,0,3,3.454701244167347,0.2457384739737456,1.2987949406953985,1
30,2,0,1,0,22,6,0,0.0,0,0,1,4.1898980954642875,0.13202999942307486,1.4591479170272446,0
40,2,1,1,0,24,9,0,0.0,1,0,3,4.393942707918268,0.24991348185645584,1.6577427265048887,0
55,4,1,2,0,18,12,6,0.10909090909090909,0,0,3,4.404112332400032,0.29632738574105855,1.9508257945180887,0
63,2,5,1,0,21,13,0,0.0,1,0,3,4.443893273751856,0.1999629160228682,1.760495029766198,0
27,3,0,2,0,19,7,0,0.0,0,0,1,3.8561962982193805,0.14380370178062052,1.4488156357251847,1
50,3,0,1,0,23,10,1,0.02,0,0,2,4.281076880026371,0.30388562069478386,2.0464393446710156,1
29,2,0,1,0,20,6,0,0.0,1,0,1,3.909368063943885,0.17809477730645465,1.4591479170272446,0
40,4,0,2,1,13,12,10,0.25,0,2,2,4.571928094887363,0.1829594072761064,2.251629167387823,1
458,5,2,1,0,23,19,187,0.40829694323144106,1,2,7,4.516142334117863,0.8414096705002219,2.0300872246321315,1
132,3,0,1,0,16,10,6,0.045454545454545456,1,2,2,5.285962537091174,0.29899996362998477,2.0464393446710156,1
76,2,3,1,0,29,10,0,0.0,0,0,2,4.306073567606195,0.27888893311496143,1.8464393446710154,0
24,1,0,0,0,16,5,0,0.0,0,0,1,3.6887218755408675,0.21816872006765148,1.3709505944546687,0
90,4,0,1,0,19,11,22,0.24444444444444444,1,0,4,4.598093131678854,0.4019068683211445,1.3221793455166666,1
41,3,0,2,0,24,7,0,0.0,0,0,1,4.006720834246032,0.2412066791975544,1.4488156357251847,0
29,2,0,1,0,20,6,0,0.0,1,0,1,3.926272374139508,0.16119046711083182,1.4591479170272446,0
37,3,0,1,0,17,9,2,0.05405405405405406,1,2,1,4.131769501279566,0.2605479214991948,2.113283334294875,1
210,2,0,0,0,18,16,80,0.38095238095238093,1,4,4,4.731387229191194,0.3130068901672577,2.48345859334435,1
256,2,4,0,0,15,16,167,0.65234375,1,1,6,4.039226436331809,1.048236404918531,1.875,1
54,2,1,1,0,22,8,6,0.1111111111111111,0,0,2,4.217488427929139,0.3674740727920188,1.75,0
38,2,0,0,0,16,7,0,0.0,1,0,2,4.023471592049353,0.14645340939295864,1.3787834934861753,1
24,2,0,1,0,15,6,0,0.0,1,0,1,3.6368421881310122,0.17051273392659258,1.4591479170272446,0
78,4,2,1,0,39,16,25,0.32051282051282054,1,3,1,5.051571052740103,0.23383116612214727,2.952819531114783,1
107,2,9,1,0,17,18,8,0.07476635514018691,0,0,4,4.309824971030715,0.5481560240968555,1.612197222702993,0
34,1,0,0,0,11,5,0,0.0,1,0,1,3.836600340868551,0.2508625003817887,1.3709505944546687,0
36,3,0,1,0,20,7,0,0.0,0,0,1,3.9539684039196077,0.13349443733073083,1.4488156357251847,1
66,3,3,1,0,18,12,6,0.09090909090909091,0,0,3,4.437498476202224,0.3173890259612463,1.8250112108241772,0
97,2,5,1,0,21,13,0,0.0,0,0,3,4.049598902183633,0.40983271645366304,1.760495029766198,0
102,3,2,2,0,23,13,25,0.24509803921568626,0,0,5,4.7449699508705585,0.2092263595163167,1.669180336866731,1
22,2,0,1,0,15,5,0,0.0,0,0,0,3.82306798227366,0.08382261333485783,1.5219280948873621,0
55,2,2,1,0,38,8,1,0.01818181818181818,1,0,1,4.405928068220212,0.23792812155451157,1.9056390622295665,1
116,4,2,1,0,21,19,0,0.0,0,2,7,4.4726688679168305,0.43422172769168654,2.220068302234069,1
40,2,0,1,0,25,6,0,0.0,0,0,1,4.043942707918268,0.20398480552531684,1.4591479170272446,0
118,4,0,3,0,42,17,20,0.1694915254237288,0,4,2,4.709726244459144,0.2902737555408534,2.6312929881819005,1
30,2,0,1,0,22,5,2,0.06666666666666667,1,0,0,3.948394345536403,0.22153065590590942,1.5219280948873621,1
