url_length,dot_count,hyphen_count,subdomain_count,has_ip,domain_length,special_char_count,digit_count,digit_ratio,has_https,parameter_count,slash_count,shannon_entropy,relative_entropy,nan_entropy,status
30,2,0,1,0,21,6,0,0.0,1,0,1,3.9647351787255047,0.12272766252483447,1.4591479170272446,0
58,2,2,1,0,16,9,0,0.0,1,0,2,4.366096081110661,0.21886641961049472,1.836591668108979,0
77,1,0,0,0,23,7,19,0.24675324675324675,0,0,3,4.583372138840594,0.32351845676792435,1.1488348542809166,1
87,2,5,1,0,24,12,6,0.06896551724137931,1,0,2,4.632333800760548,0.27455679484797163,1.784159127851422,0
29,2,0,1,0,20,6,1,0.034482758620689655,1,0,1,4.1162646156680225,0.13166289777556292,1.4591479170272446,1
44,4,2,3,0,35,10,6,0.13636363636363635,1,0,1,4.172404562203418,0.21991286057534226,1.8464393446710154,1
43,3,0,1,0,12,10,11,0.2558139534883721,0,0,4,4.065117661376963,0.25681043351039945,1.295461844238322,0
71,3,2,2,0,19,11,0,0.0,1,0,3,4.139519698217804,0.3199119204194934,1.789929075309999,0
23,2,0,1,0,16,5,0,0.0,0,0,0,4.001822825622231,0.08564001562810898,1.5219280948873621,0
63,2,6,1,0,13,12,0,0.0,1,0,1,4.350240344705981,0.29361584506874316,1.7295739585136223,0
61,4,1,2,0,19,13,4,0.06557377049180328,0,0,5,4.501864231682064,0.2530232704814046,1.573402452417767,1
33,3,0,1,0,13,8,3,0.09090909090909091,0,0,2,4.2107645737727895,0.18155284900597168,1.4056390622295665,1
58,2,3,1,0,23,10,0,0.0,0,0,2,4.113868658988408,0.2784487637903521,1.8464393446710154,0
31,1,0,0,0,20,5,0,0.0,1,0,1,4.284683810317086,0.17474780832021108,1.3709505944546687,1
119,4,1,1,0,24,18,1,0.008403361344537815,0,1,7,4.541303344505569,0.36558725110294943,2.0294069451656007,1
44,2,0,1,0,21,8,1,0.022727272727272728,0,0,3,3.9279753007906124,0.24194970065170057,1.2987949406953985,1
34,2,2,1,0,27,7,0,0.0,0,0,0,3.881005488054637,0.288919513387675,1.9502120649147465,1
43,3,1,2,0,18,9,0,0.0,1,0,2,4.2374411389168944,0.2219904797204028,1.7527152789797045,0
35,2,1,1,0,18,7,0,0.0,1,0,1,4.150292659616668,0.09763485382691633,1.8423709931771084,1
21,3,0,2,0,13,7,0,0.0,0,0,1,3.4273334938982645,0.15762900682289116,1.4488156357251847,0
33,2,0,1,0,16,6,0,0.0,1,0,1,3.957294029027326,0.2126309724149869,1.4591479170272446,0
25,2,0,1,0,18,5,0,0.0,0,0,0,3.973660689688185,0.11380215156215359,1.5219280948873621,0
82,2,0,1,0,16,13,5,0.06097560975609756,1,2,4,4.953179864422091,0.25627350120686015,2.199687794731328,1
56,4,1,2,0,15,11,1,0.017857142857142856,0,0,3,4.204701244167347,0.187616178611414,1.6767370300521325,1
43,2,0,1,0,16,8,0,0.0,1,0,3,3.885826825457272,0.2840981759850401,1.2987949406953985,1
92,2,1,1,0,22,12,13,0.14130434782608695,0,0,6,4.597471092187036,0.35672521819983977,1.4182958340544896,1
28,2,0,1,0,21,5,5,0.17857142857142858,0,0,0,4.110577243331643,0.1373502701119434,1.5219280948873621,1
55,2,2,1,0,22,9,0,0.0,1,0,2,4.435194258664518,0.14976824205663744,1.836591668108979,0
67,1,0,0,0,14,9,27,0.40298507462686567,0,0,5,4.479810460047416,0.32754446201018855,0.9864267287308424,1
37,2,0,1,0,16,7,0,0.0,1,0,2,4.013111135723804,0.23481637771978212,1.3787834934861753,0
76,4,1,3,0,50,10,8,0.10526315789473684,0,0,2,4.569956626136606,0.23739829592099795,1.721928094887362,1
29,3,0,2,1,15,7,13,0.4482758620689655,0,0,1,3.9523029776623857,0.13515986358795354,1.4488156357251847,1
42,2,2,1,0,34,8,1,0.023809523809523808,0,0,1,4.0799503875701,0.24197770731726242,1.9056390622295665,1
163,1,1,0,0,15,21,20,0.12269938650306748,1,5,6,5.487155875754186,0.370825119373385,2.6780317084930463,1
26,2,0,1,0,18,6,0,0.0,0,0,1,3.6864194113487736,0.22047118425974502,1.4591479170272446,1
70,2,3,1,0,21,11,5,0.07142857142857142,1,0,3,4.431168424936134,0.2692712932049566,1.789929075309999,0
27,2,1,1,0,18,7,0,0.0,1,0,1,4.004344446367528,0.1655805550747847,1.8423709931771084,0
48,2,0,1,0,16,9,0,0.0,1,0,2,4.478308011580246,0.22213170656084746,1.836591668108979,0
13,1,0,0,0,6,4,1,0.07692307692307693,0,0,0,3.238901256602631,0.08302683828473181,1.5,0
26,2,0,1,0,18,5,0,0.0,1,0,0,3.8731406795131322,0.12685932048686707,1.5219280948873621,1
32,2,0,1,0,22,7,0,0.0,0,1,1,4.030639062229566,0.13928593921274585,1.8423709931771084,1
96,1,9,0,0,13,16,6,0.0625,1,0,3,4.372288215480747,0.4350667065768576,1.4913146570363986,0
33,2,1,1,0,25,7,0,0.0,0,0,1,4.142138437212473,0.17978965767488908,1.8423709931771084,1
90,4,1,1,0,20,13,5,0.05555555555555555,0,2,1,5.080633864210842,0.34563089049125006,2.469670487371862,1
72,2,1,0,0,9,12,0,0.0,0,0,6,4.177355251684974,0.34620670437203843,1.4182958340544896,1
29,2,0,1,0,22,5,0,0.0,0,0,0,4.1162646156680225,0.13166289777556295,1.5219280948873621,0
93,1,2,0,0,22,13,28,0.3010752688172043,0,0,7,4.8089747094099025,0.1910252905900969,1.352030101757953,1
83,2,10,1,0,14,19,4,0.04819277108433735,1,0,4,4.369091547659473,0.3857959545039956,1.5779772001172403,0
92,1,9,0,0,17,16,7,0.07608695652173914,1,0,3,4.4800462022484755,0.3779347928790968,1.4913146570363986,0
87,3,5,1,0,17,15,0,0.0,0,0,4,4.502149243345481,0.3558317517820908,1.781937063546704,0
65,2,2,1,0,18,10,0,0.0,1,0,3,4.097024247877514,0.2952931749012461,1.7609640474436812,0
59,4,3,3,0,41,11,3,0.05084745762711865,0,0,1,4.314078007938377,0.32977818183634644,1.8676338909712122,1
62,1,3,0,0,8,10,6,0.0967741935483871,1,0,3,4.352579778997394,0.3478599391436972,1.6854752972273346,0
34,1,1,0,0,13,8,0,0.0,1,0,3,4.091159812399539,0.23076828248782347,1.5487949406953985,1
36,2,0,0,0,16,6,0,0.0,0,0,1,4.0860486123130375,0.1618789011305474,1.4591479170272446,1
45,2,1,1,0,21,7,0,0.0,0,0,1,4.096431151452537,0.22549694343482585,1.8423709931771084,0
27,2,0,1,0,18,6,1,0.037037037037037035,1,0,1,4.106377316818027,0.14155019662555912,1.4591479170272446,1
27,1,0,0,0,18,5,0,0.0,1,0,1,3.9861879650463043,0.18373703639600913,1.3709505944546687,0
73,1,1,0,0,18,8,19,0.2602739726027397,0,0,3,4.679167970183645,0.27502834020323125,1.5487949406953985,1
49,3,0,1,0,27,8,4,0.08163265306122448,0,0,2,4.344002446023566,0.1795595100334456,1.4056390622295665,1
37,2,0,1,0,29,6,0,0.0,0,0,1,3.9696073391174043,0.20031766232490905,1.4591479170272446,0
26,2,0,1,0,18,6,0,0.0,0,0,1,3.921029621737614,0.16643321951272444,1.4591479170272446,0
31,2,0,1,0,22,6,1,0.03225806451612903,1,0,1,3.821311940104173,0.1786880598958262,1.4591479170272446,1
55,5,0,3,0,36,9,0,0.0,0,0,1,4.11062670603501,0.28169071674375024,1.3516441151533924,1
26,2,0,1,0,14,7,0,0.0,1,0,2,3.719294525666979,0.18759606994153952,1.3787834934861753,0
45,3,0,1,0,17,9,1,0.022222222222222223,1,0,2,4.01120441892766,0.23672309451592607,1.7527152789797045,0
105,2,6,1,0,16,17,15,0.14285714285714285,1,2,3,4.987576708655188,0.3699752959628918,2.3745560483818835,0
97,2,6,1,0,21,16,7,0.07216494845360824,0,0,5,4.683547828062403,0.3608462912960525,1.6774212838293645,0
34,2,0,1,0,27,5,1,0.029411764705882353,0,0,0,4.1162996057016965,0.13162790774188957,1.5219280948873621,1
37,2,0,1,0,17,8,2,0.05405405405405406,0,0,3,3.807445176955242,0.1925548230447589,1.2987949406953985,0
117,3,0,1,0,18,18,0,0.0,0,0,3,4.205412200566034,0.3181497554909803,1.6758220575766962,0
38,1,1,0,0,13,8,0,0.0,0,0,3,4.251235329734974,0.20819628890232242,1.5487949406953985,1
40,1,0,0,0,11,8,0,0.0,0,0,3,3.9725738836114344,0.2753536298321504,1.5487949406953985,1
45,3,2,2,0,14,10,2,0.044444444444444446,0,0,2,4.402529762804033,0.18243273791712347,1.8464393446710154,0
33,1,0,0,0,11,6,0,0.0,1,0,1,4.161987589698946,0.23032983307981442,1.7924812503605778,0
87,3,0,1,0,17,11,8,0.09195402298850575,1,2,1,5.028476254171007,0.2569259646912396,2.2998963911678914,1
38,3,0,1,0,20,10,1,0.02631578947368421,0,0,4,3.9182084341546157,0.2517165672876955,1.295461844238322,1
50,1,0,0,0,10,9,0,0.0,0,0,5,4.013340441068115,0.3789769817106448,0.9864267287308424,1
30,2,1,1,0,21,7,0,0.0,1,0,1,4.031401845392171,0.13852315605014076,1.8423709931771084,1
27,2,0,1,0,18,6,0,0.0,1,0,1,3.602316558505553,0.30457403710296643,1.4591479170272446,0
61,3,0,1,0,22,11,0,0.0,0,0,2,4.386261937422483,0.19870056329867308,1.867633890971212,0
35,2,0,1,0,27,6,0,0.0,0,0,1,3.88973793165199,0.1977249095983487,1.4591479170272446,0
94,4,0,1,0,22,15,0,0.0,1,2,4,4.64309134791432,0.2637992476941958,2.3395722619867225,1
21,2,0,1,0,13,6,0,0.0,0,0,1,3.4273334938982645,0.15762900682289122,1.4591479170272446,0
22,2,0,1,0,14,6,0,0.0,0,0,1,3.5726236638951634,0.12781605424592837,1.4591479170272446,0
80,3,4,1,0,28,13,0,0.0,0,0,3,4.567494234154351,0.23986068790325296,1.8262452584026092,0
17,1,0,0,0,8,5,0,0.0,1,0,1,3.572469458770136,0.12797025937095674,1.3709505944546687,0
34,2,0,1,0,21,10,0,0.0,1,1,1,4.270567620343947,0.1888639982933504,2.4464393446710155,0
29,3,0,2,0,21,6,0,0.0,1,0,0,4.0472990984266435,0.12262590301566918,1.4591479170272448,0
15,1,0,0,0,4,5,1,0.06666666666666667,0,0,1,3.32323142879762,0.13620018983967652,1.3709505944546687,1
73,2,0,1,0,21,11,0,0.0,1,0,2,4.434850121366939,0.26558959677415306,1.9362600275315274,0
111,3,8,2,0,17,18,7,0.06306306306306306,0,0,4,4.795599199895729,0.45232831354786107,1.7107770844150676,0
80,2,6,1,0,20,15,0,0.0,0,0,4,4.4014415777150475,0.18352092300610842,1.70558726169826,0
52,3,0,1,0,17,10,0,0.0,1,0,2,4.459491160199154,0.1843650295755711,1.8464393446710154,0
42,2,0,1,0,18,8,0,0.0,0,0,3,3.9284140071748546,0.24151099426745748,1.2987949406953985,1
89,3,1,1,0,18,16,0,0.0,0,2,6,4.493490280124697,0.31386464193290886,2.202819531114783,1
48,4,0,0,0,13,8,0,0.0,0,0,1,4.0540470120677385,0.19388050137584664,1.4056390622295665,1
75,2,0,1,0,15,9,20,0.26666666666666666,0,2,1,4.998101856845239,0.2113515087837111,2.4193819456463714,1
314,9,4,1,0,14,53,10,0.03184713375796178,1,8,3,4.7579597125909725,0.6683050421111277,2.4884739360527113,1
30,3,0,2,1,13,8,10,0.3333333333333333,0,0,2,4.148394345536404,0.17353374935095922,1.4056390622295665,1
119,3,0,2,0,27,17,5,0.04201680672268908,1,1,6,4.563126878471201,0.3910694319156748,1.9254106352407234,1
54,2,0,1,0,19,8,2,0.037037037037037035,0,0,2,4.3430572992462935,0.30079889052843173,1.75,0
37,1,0,0,0,9,5,4,0.10810810810810811,0,0,1,4.533249311341009,0.16719040680008512,1.3709505944546687,1
44,3,0,1,0,25,7,9,0.20454545454545456,0,0,1,4.475699516020382,0.16815667375434284,1.4488156357251847,1
126,4,1,3,0,50,19,18,0.14285714285714285,1,4,3,4.675618810673649,0.32438118932635146,2.7550576199383077,1
147,2,0,0,0,18,25,8,0.05442176870748299,0,12,3,4.8765292115475765,0.29339578989473714,2.4173206585968416,1
58,2,1,1,0,32,9,0,0.0,0,0,3,4.345073995785254,0.17848796027175864,1.6577427265048887,1
39,2,0,0,0,9,8,0,0.0,0,0,3,4.102351821748976,0.21957627313838643,1.2987949406953985,1
23,2,0,1,0,16,5,0,0.0,0,0,0,3.795088586397733,0.11180200921078691,1.5219280948873621,1
30,2,1,1,0,22,7,0,0.0,0,0,1,4.031401845392171,0.13852315605014084,1.8423709931771084,1
70,5,2,3,0,45,12,17,0.24285714285714285,1,0,2,4.59877690394829,0.2592040911792808,1.784159127851422,1
160,2,0,1,0,20,27,42,0.2625,0,0,2,4.511824365620384,0.6581006358219287,1.428460186306984,1
29,2,1,1,0,21,7,0,0.0,0,0,1,3.952302977662386,0.13515986358795357,1.8423709931771084,0
1386,13,11,1,0,15,105,269,0.19408369408369408,0,22,2,5.854047373748284,0.31587762769403044,3.0403262879605535,1
119,18,0,12,0,84,23,32,0.2689075630252101,0,0,2,4.508416217804657,0.4457800925822182,0.9123163027543336,1
50,3,2,2,0,42,9,10,0.2,0,0,1,4.486370130156181,0.214069587984912,1.8910611120726528,1
55,2,1,1,0,18,12,8,0.14545454545454545,0,0,6,4.349922332557376,0.3505173855837155,1.4182958340544896,0
32,2,1,1,0,23,7,0,0.0,1,0,1,4.116729296672174,0.13119821677141072,1.8423709931771084,1
24,2,0,1,0,16,6,0,0.0,0,0,1,3.7406015629507228,0.16628903265779593,1.4591479170272446,0
30,2,1,1,0,21,7,0,0.0,1,0,1,3.8729055953200566,0.21455724593028352,1.8423709931771084,0
64,3,0,1,0,22,10,0,0.0,0,0,2,4.089178456835347,0.30313896594341294,1.8464393446710154,0
27,2,0,1,0,16,7,0,0.0,0,0,2,3.531941205546659,0.16849851259443355,1.3787834934861753,0
25,2,0,1,0,16,6,0,0.0,1,0,1,3.8332696895151077,0.16673031048489156,1.4591479170272446,0
181,3,1,0,0,28,21,23,0.1270718232044199,0,3,8,4.950994740393933,0.3709333544934271,2.4887855917769937,1
61,2,3,1,0,16,10,0,0.0,1,0,2,4.283139084054397,0.24042287200261675,1.8464393446710154,0
32,2,0,1,0,25,5,1,0.03125,0,0,0,4.077819531114783,0.17010798232880225,1.5219280948873621,1
43,2,0,0,0,16,8,7,0.16279069767441862,0,2,1,4.553944405764262,0.20094309639920654,2.1556390622295662,0
56,2,0,1,0,21,8,0,0.0,0,0,2,4.073829807421466,0.38560181121583254,1.75,0
26,2,0,1,0,19,5,0,0.0,0,0,0,3.844106544814538,0.15589345518546188,1.5219280948873621,1
51,3,0,1,0,32,7,1,0.0196078431372549,0,0,1,4.562049057989326,0.19283844417414336,1.4488156357251847,1
68,2,1,1,0,15,10,0,0.0,1,0,4,4.246281084249781,0.21315053438751552,1.5709505944546687,1
24,2,0,1,0,15,6,0,0.0,1,0,1,3.7406015629507228,0.166289032657796,1.4591479170272446,0
43,3,0,1,0,18,8,0,0.0,0,0,2,4.11162928928394,0.21029880560342273,1.4056390622295665,1
79,3,1,1,0,13,15,10,0.12658227848101267,1,0,8,4.761395033848441,0.3260678074018986,1.3752793655393791,1
37,1,1,0,0,23,7,0,0.0,0,0,2,4.121219243831913,0.20070885105545078,1.6644977792004614,1
556,5,24,1,0,25,68,198,0.35611510791366907,1,11,3,5.110777178288812,0.5039326658263946,2.730578843355106,0
54,2,0,1,0,15,10,0,0.0,0,0,5,4.0739449108085255,0.2479831840788377,1.1567796494470395,1
63,2,1,1,0,19,12,0,0.0,0,0,6,4.334677646430646,0.3091785433440785,1.4182958340544896,1
33,1,0,0,0,25,5,0,0.0,0,0,1,3.876838815934793,0.12316118406520757,1.3709505944546687,0
130,8,1,7,0,122,13,48,0.36923076923076925,0,0,1,4.740379571625078,0.30401454773337616,1.4885252948977485,1
127,4,1,3,0,50,18,18,0.14173228346456693,1,4,2,4.666564953189407,0.37782916616904644,2.794653473544342,1
34,3,0,1,0,21,7,0,0.0,0,0,1,4.035273502696889,0.13465149874542431,1.4488156357251847,1
19,1,0,0,0,11,5,0,0.0,0,0,1,3.471354487013929,0.11360801370722688,1.3709505944546687,0
41,2,0,1,0,16,7,0,0.0,0,0,2,4.141105590449127,0.25121183232963323,1.3787834934861753,0
40,1,0,0,0,14,6,0,0.0,0,0,2,3.984183719779188,0.2637437936643966,1.2516291673878228,0
45,3,0,1,0,14,8,0,0.0,0,0,2,4.207976707200401,0.18434071557835996,1.4056390622295665,0
40,2,0,1,0,32,6,3,0.075,0,0,1,4.0250705203641814,0.2228569930794036,1.4591479170272446,1
77,4,0,0,0,14,12,6,0.07792207792207792,0,0,2,4.515253794712848,0.18518592342824514,1.8553885422075338,1
41,2,0,1,0,34,5,0,0.0,0,0,0,4.031587907627833,0.21633960581575262,1.5219280948873621,1
33,2,0,1,0,12,7,7,0.21212121212121213,0,1,1,4.286225937278034,0.17320568135926415,1.8423709931771084,0
49,6,0,2,0,16,10,0,0.0,1,0,1,4.150452579587567,0.30897903904973045,1.295461844238322,1
56,3,0,2,1,14,10,11,0.19642857142857142,0,0,3,4.4681813781345525,0.23225834000654083,1.6854752972273344,1
51,1,1,0,0,16,9,0,0.0,0,0,4,4.076659106966513,0.3156583158122485,1.4466166676282082,1
50,3,0,1,0,25,9,1,0.02,0,0,1,4.240240000427043,0.2191916182102534,1.8910611120726528,1
97,3,1,0,0,19,18,20,0.20618556701030927,0,0,6,4.909320708997625,0.376081509864625,1.927451224964519,0
40,2,0,1,0,22,7,5,0.125,1,0,2,4.484183719779189,0.21625599836190304,1.3787834934861753,1
23,2,0,1,0,14,6,0,0.0,1,0,1,3.6424896731661267,0.16486524889147847,1.4591479170272446,0
46,2,0,0,0,25,6,0,0.0,1,0,1,4.0258694997617726,0.14405550168054068,1.4591479170272446,1
104,3,1,1,0,53,13,0,0.0,0,3,2,4.431190490949643,0.37616443110796344,2.5654483718208256,1
56,4,0,0,0,17,11,0,0.0,1,0,4,4.238632217915386,0.28492973814162853,1.3221793455166666,1
536,2,0,1,0,24,22,92,0.17164179104477612,0,2,1,5.92398245928206,0.16348038196827844,1.7295290545023008,1
47,2,0,1,0,15,7,0,0.0,1,0,2,4.044084203599106,0.2038433098444793,1.3787834934861753,0
52,1,1,0,0,20,8,4,0.07692307692307693,0,0,3,4.44305360304005,0.2008025867346739,1.5487949406953985,1
41,1,0,0,0,12,8,2,0.04878048780487805,0,0,4,3.9971998702079055,0.3247282246794576,1.061278124459133,0
47,2,0,1,0,19,7,0,0.0,0,0,2,4.06014563981535,0.2617824550720121,1.3787834934861753,0
47,1,0,0,0,7,7,5,0.10638297872340426,1,0,2,4.570234330262949,0.23712059179465586,1.6644977792004614,1
41,2,0,1,0,21,7,6,0.14634146341463414,0,0,2,4.491459931341816,0.2089797867992753,1.3787834934861753,1
36,2,0,1,0,27,6,0,0.0,1,0,1,4.099665973303956,0.148261540139629,1.4591479170272446,0
49,1,3,0,0,9,8,0,0.0,0,0,1,4.400751814413901,0.24310437536082308,1.811278124459133,0
26,2,1,1,0,17,7,0,0.0,1,0,1,3.9500637564362098,0.1373990848141295,1.8423709931771084,0
46,2,0,0,0,7,10,4,0.08695652173913043,1,0,4,4.093682879734897,0.2986345430438633,1.5709505944546687,0
54,2,1,1,0,17,7,4,0.07407407407407407,1,0,1,4.75906458529648,0.1951317250903945,1.8423709931771084,1
33,2,0,1,0,20,10,0,0.0,1,1,1,4.233639952626227,0.15867747015253325,2.4464393446710155,0
23,2,0,1,0,16,5,0,0.0,0,0,0,3.6753108689123644,0.13204405314524076,1.5219280948873621,0
23,1,0,0,0,11,6,0,0.0,0,0,2,3.6539967386657093,0.2528938569428099,1.2516291673878228,0
289,3,1,1,0,33,35,67,0.23183391003460208,1,5,7,5.506512386892675,0.32637762727206643,2.8879838176914108,1
63,3,2,0,0,14,12,1,0.015873015873015872,1,0,4,4.220640391747559,0.23879122688973686,1.7295739585136223,1
40,2,0,1,0,32,6,0,0.0,0,0,1,4.175070520364182,0.2172469024145784,1.4591479170272446,0
30,2,0,1,0,22,6,0,0.0,0,0,1,4.12323142879762,0.12469608464596495,1.4591479170272446,0
31,3,0,2,0,23,7,0,0.0,0,0,1,3.6553362295323453,0.15201869252525807,1.4488156357251847,1
20,1,0,0,0,7,5,1,0.05,1,0,1,3.8841837197791884,0.11581628022081124,1.3709505944546687,1
32,2,0,1,0,25,5,5,0.15625,0,0,0,4.140319531114783,0.18160856377257917,1.5219280948873621,1
96,2,7,1,0,21,16,6,0.0625,1,0,4,4.4138023010255125,0.44417869410206046,1.6774212838293647,0
64,3,0,1,0,25,8,8,0.125,1,0,2,5.003524413893479,0.20592895173547054,1.4056390622295665,1
89,2,7,0,0,16,13,4,0.0449438202247191,0,0,1,4.383744635680689,0.3711428664827802,1.6691803368667308,0
58,5,0,2,0,25,11,0,0.0,1,0,3,4.198414729808072,0.3251472262489411,1.3485878960124222,1
125,2,9,1,0,20,18,0,0.0,0,0,4,4.391248389634003,0.30919132850708947,1.612197222702993,0
40,3,1,0,0,16,9,0,0.0,0,0,2,4.196439344671015,0.1254887502163468,1.7527152789797045,1
98,2,2,1,0,16,17,21,0.21428571428571427,1,3,4,5.3040417627491445,0.21952019330787043,2.460904932167797,1
32,2,1,1,0,23,7,0,0.0,1,0,1,4.030639062229566,0.13928593921274585,1.8423709931771084,1
40,3,0,1,0,14,8,0,0.0,0,0,2,4.037326145256008,0.21060136818757702,1.4056390622295665,1
24,3,0,2,0,17,6,1,0.041666666666666664,0,0,0,3.8239348962840563,0.17606510371594403,1.4591479170272448,1
117,2,5,1,0,27,18,0,0.0,0,0,8,4.280025642585551,0.3049368581356052,1.5683182557028439,1
29,2,0,1,0,20,6,0,0.0,1,0,1,3.8573068568981284,0.14269314310187192,1.4591479170272446,0
39,2,0,1,0,27,7,9,0.23076923076923078,0,0,2,4.304257026388135,0.15517459224916186,1.3787834934861753,1
53,4,1,3,0,35,9,14,0.2641509433962264,0,0,1,4.463888030795444,0.23655168734564672,1.7527152789797047,1
26,2,0,1,0,18,6,0,0.0,0,0,1,3.9500637564362093,0.1373990848141295,1.4591479170272446,0
39,1,0,0,0,16,8,4,0.10256410256410256,0,2,2,4.548097411114467,0.15234230702662488,2.0,1
36,2,0,1,0,27,6,0,0.0,1,0,1,3.967585764910526,0.11987707633981244,1.4591479170272446,0
42,3,1,1,0,14,8,2,0.047619047619047616,0,0,1,4.3680424225727155,0.15551953348429706,1.811278124459133,0
128,4,1,3,0,50,19,18,0.140625,1,4,3,4.7713919506518225,0.31607089059851756,2.7550576199383077,1
22,2,0,1,0,15,5,0,0.0,0,0,0,3.9139770731827506,0.0860229268172483,1.5219280948873621,0
34,2,2,1,0,27,7,0,0.0,0,0,0,3.895423870280316,0.10457612971968452,1.9502120649147465,0
45,1,0,0,0,19,9,0,0.0,0,0,5,4.213502264433443,0.37146023628771346,0.9864267287308424,1
19,2,0,1,0,11,6,3,0.15789473684210525,0,0,1,3.576617644908665,0.12382207323242579,1.4591479170272446,1
55,3,0,1,0,20,9,0,0.0,1,0,3,4.058722106539131,0.26320598834823106,1.3516441151533924,0
19,2,0,1,0,12,5,0,0.0,0,0,0,3.4713544870139286,0.11360801370722683,1.5219280948873621,0
85,1,6,0,0,16,14,0,0.0,1,0,4,4.281837703049681,0.3031247976714749,1.5916727785823275,0
63,2,1,1,0,27,9,10,0.15873015873015872,0,0,2,4.596427249536567,0.2615537455910042,2.058813890331201,1
342,5,6,2,0,19,37,142,0.4152046783625731,1,4,3,5.298852194410172,0.559128800717399,2.9300291378549668,1
51,5,0,1,0,14,10,0,0.0,0,0,2,3.861042196724363,0.2264206445259769,1.360964047443681,1
51,2,0,1,0,22,8,11,0.21568627450980393,0,0,3,4.370393420522319,0.1531685355346943,1.2987949406953985,1
90,3,1,1,0,23,16,0,0.0,1,2,4,4.49356906977265,0.3137858522849529,2.73345859334435,1
65,3,1,1,0,19,12,12,0.18461538461538463,0,0,3,4.682466521800749,0.2244240738077694,2.054585169337799,0
40,3,0,1,0,17,9,0,0.0,0,0,3,4.225070520364182,0.2343610982731154,1.3516441151533924,0
46,2,0,1,0,21,7,2,0.043478260869565216,0,0,1,4.482816239080334,0.21762347906075807,1.8423709931771084,0
46,3,2,2,0,15,12,4,0.08695652173913043,0,2,2,4.484987227560984,0.15886896221374103,2.355388542207534,1
60,2,0,1,0,15,13,0,0.0,0,0,2,4.240002787802771,0.28355916825424177,1.7381493331928664,0
